file_id,path,first_seen,last_seen,commit_count,touches,bus_factor,sensitivity_score,sensitivity_tags
hooks/useMaintenanceStatus.ts,hooks/useMaintenanceStatus.ts,2026-04-06T23:35:28+07:00,2026-05-20T10:52:30+07:00,3,3,1,0.00,
hooks/useProgressiveImageWindow.ts,hooks/useProgressiveImageWindow.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,0.00,
hooks/usePurchaseProduct.ts,hooks/usePurchaseProduct.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,0.80,commerce
lib/AGENTS.md,lib/AGENTS.md,2026-04-26T16:31:35+07:00,2026-04-26T16:31:35+07:00,1,1,1,0.00,
lib/actions/AGENTS.md,lib/actions/AGENTS.md,2026-04-26T16:31:35+07:00,2026-04-26T16:31:35+07:00,1,1,1,0.00,
lib/actions/addressProfiles.ts,lib/actions/addressProfiles.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,0.00,
lib/actions/pin.ts,lib/actions/pin.ts,2026-04-20T16:39:41+07:00,2026-04-20T16:39:41+07:00,1,1,1,0.00,
lib/actions/user.ts,lib/actions/user.ts,2026-02-01T18:25:00+07:00,2026-05-06T23:50:05+07:00,15,15,2,0.00,
lib/adminAccess.ts,lib/adminAccess.ts,2026-04-10T23:14:05+07:00,2026-04-26T16:31:35+07:00,2,2,1,1.00,permissions
lib/api.ts,lib/api.ts,2026-03-04T14:45:55+07:00,2026-05-20T10:52:30+07:00,3,3,2,0.00,
lib/apiKey.ts,lib/apiKey.ts,2026-01-22T13:45:34+07:00,2026-04-03T02:15:25+07:00,8,8,2,0.00,
lib/apiSecurity.ts,lib/apiSecurity.ts,2026-01-22T13:45:34+07:00,2026-05-20T10:52:30+07:00,6,6,2,0.00,
lib/auditLog.ts,lib/auditLog.ts,2026-01-22T13:45:34+07:00,2026-04-29T19:49:19+07:00,21,21,2,0.00,
lib/auth.ts,lib/auth.ts,2026-01-22T13:45:34+07:00,2026-04-30T14:10:22+07:00,9,9,2,1.00,auth
lib/authRedirect.ts,lib/authRedirect.ts,2026-04-15T18:56:46+07:00,2026-05-06T23:50:05+07:00,2,2,1,0.00,
lib/autoDelete.ts,lib/autoDelete.ts,2026-03-19T21:24:04+07:00,2026-04-03T02:15:25+07:00,2,2,1,0.00,
lib/cache.ts,lib/cache.ts,2026-02-01T15:48:46+07:00,2026-04-04T22:08:26+07:00,6,6,2,0.00,
lib/chat.ts,lib/chat.ts,2026-04-03T02:15:25+07:00,2026-04-09T01:28:19+07:00,3,3,1,0.00,
lib/chatAdmin.ts,lib/chatAdmin.ts,2026-04-03T18:54:16+07:00,2026-04-03T18:54:16+07:00,1,1,1,0.00,
lib/chatConstraints.ts,lib/chatConstraints.ts,2026-04-03T18:54:16+07:00,2026-04-03T18:54:16+07:00,1,1,1,0.00,
lib/chatMedia.ts,lib/chatMedia.ts,2026-04-03T02:15:25+07:00,2026-05-06T23:50:05+07:00,4,4,1,0.00,
lib/chatMessageContent.ts,lib/chatMessageContent.ts,2026-04-03T02:15:25+07:00,2026-04-03T02:15:25+07:00,1,1,1,0.00,
lib/chatQuickReplies.ts,lib/chatQuickReplies.ts,2026-04-03T18:54:16+07:00,2026-04-03T18:54:16+07:00,1,1,1,0.00,
lib/chatSecurity.ts,lib/chatSecurity.ts,2026-04-03T18:54:16+07:00,2026-04-21T18:05:15+07:00,2,2,1,0.00,
lib/client/accountClient.ts,lib/client/accountClient.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,0.00,
lib/client/adminGachaRewardsClient.ts,lib/client/adminGachaRewardsClient.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,0.00,
lib/client/cartCheckoutClient.ts,lib/client/cartCheckoutClient.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,0.00,
lib/client/cartRecommendationsClient.ts,lib/client/cartRecommendationsClient.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,0.00,
lib/client/cartRefreshClient.ts,lib/client/cartRefreshClient.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,0.00,
lib/client/gachaActivityClient.ts,lib/client/gachaActivityClient.ts,2026-05-20T18:06:05+07:00,2026-05-20T18:06:05+07:00,1,1,1,0.00,
lib/client/gachaGridClient.ts,lib/client/gachaGridClient.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,0.00,
lib/client/gachaRollClient.ts,lib/client/gachaRollClient.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,0.00,
lib/client/popupDismissal.ts,lib/client/popupDismissal.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,0.00,
lib/client/promoCodeClient.ts,lib/client/promoCodeClient.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,0.00,
lib/client/uploadClient.ts,lib/client/uploadClient.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,0.00,
lib/client/userBalanceClient.ts,lib/client/userBalanceClient.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,0.00,
lib/cloudflareStorage.ts,lib/cloudflareStorage.ts,2026-05-06T23:50:05+07:00,2026-05-06T23:50:05+07:00,1,1,1,0.00,
lib/compressImage.ts,lib/compressImage.ts,2026-02-13T01:05:32+07:00,2026-04-20T16:39:41+07:00,5,5,2,0.00,
lib/constants/apiRoutes.ts,lib/constants/apiRoutes.ts,2026-05-20T10:52:30+07:00,2026-05-20T18:06:05+07:00,2,2,1,0.00,
lib/constants/gacha.ts,lib/constants/gacha.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,0.00,
lib/constants/storageKeys.ts,lib/constants/storageKeys.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,0.00,
lib/csrf-client.ts,lib/csrf-client.ts,2026-04-03T02:15:25+07:00,2026-05-20T10:52:30+07:00,3,3,1,0.00,
lib/csrf.ts,lib/csrf.ts,2026-01-22T13:45:34+07:00,2026-04-30T14:10:22+07:00,6,6,2,1.00,csrf
lib/cubejs.ts,lib/cubejs.ts,2026-02-13T01:05:32+07:00,2026-02-13T01:05:32+07:00,2,2,1,0.00,
lib/currencySettings.ts,lib/currencySettings.ts,2026-04-14T12:27:01+07:00,2026-04-14T12:27:01+07:00,1,1,1,0.00,
lib/dataProtection.ts,lib/dataProtection.ts,2026-01-22T13:45:34+07:00,2026-04-06T23:35:28+07:00,5,5,2,0.00,
lib/db.ts,lib/db.ts,2026-01-22T13:45:34+07:00,2026-05-20T10:52:30+07:00,5,5,2,0.00,
lib/db/AGENTS.md,lib/db/AGENTS.md,2026-04-26T16:31:35+07:00,2026-04-26T16:31:35+07:00,1,1,1,0.00,
lib/db/index.ts,lib/db/index.ts,2026-03-04T14:15:16+07:00,2026-05-20T10:52:30+07:00,9,9,2,0.00,
lib/db/schema.ts,lib/db/schema.ts,2026-03-04T14:15:16+07:00,2026-05-20T10:52:30+07:00,19,19,2,1.00,schema
lib/db/singletons.ts,lib/db/singletons.ts,2026-04-03T02:15:25+07:00,2026-04-03T02:15:25+07:00,1,1,1,0.00,
lib/emailVerification.ts,lib/emailVerification.ts,2026-05-06T23:50:05+07:00,2026-05-20T10:52:30+07:00,2,2,1,0.00,
lib/encryption.ts,lib/encryption.ts,2026-01-22T13:45:34+07:00,2026-04-06T23:35:28+07:00,11,11,2,0.00,
lib/features/AGENTS.md,lib/features/AGENTS.md,2026-04-26T16:31:35+07:00,2026-04-26T16:31:35+07:00,1,1,1,0.00,
lib/features/admin/exportData.ts,lib/features/admin/exportData.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,0.00,
lib/features/content/apiResponse.ts,lib/features/content/apiResponse.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,0.00,
lib/features/dashboard/topupSummary.ts,lib/features/dashboard/topupSummary.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,0.00,
lib/features/gacha/apiResponse.ts,lib/features/gacha/apiResponse.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,1.00,gacha
lib/features/gacha/limits.ts,lib/features/gacha/limits.ts,2026-05-20T10:52:30+07:00,2026-05-20T10:52:30+07:00,1,1,1,1.00,gacha
